,Sales_Revenue
TV_Spend,0.44641289861974187
Radio_Spend,0.4515465972611304
SocialMedia_Spend,0.1761139835471988
SearchAds_Spend,0.6226377492370863
Influencer_Spend,0.0505136119288777
