Channel,Total_Spend,Spend_Share
TV_Spend,17866.65,0.28776718281731956
Radio_Spend,8776.27,0.14135400276739946
SocialMedia_Spend,13077.48,0.21063095644398028
SearchAds_Spend,15616.580000000002,0.25152668417645707
Influencer_Spend,6750.1900000000005,0.1087211737948436
